HOSTNAME; STATUS; ATIVO; IP; REDE; SO; DOMINIO; OU
NO00080941; Ligado - 0; True; 10.24.239.205; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00080941,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084352; Desligado - 1; True; 10.24.239.205; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084352,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081567; Desligado - 1; True; 10.24.239.205; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081567,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079959; Desligado - 1; True; 10.24.239.205; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079959,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078881; Ligado - 0; True; 10.24.232.150; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078881,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078706; Desligado - DNS_ERRO; True; 10.24.211.62; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078706,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081124; Desligado - 1; True; 10.24.211.62; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081124,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00075748; Desligado - 1; True; 10.24.211.62; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00075748,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00084451; Desligado - 1; True; 10.24.211.62; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084451,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00053456; Ligado - 0; True; 10.24.233.99; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00053456,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079830; Ligado - 0; True; 10.24.145.64; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079830,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00056467; Desligado - 1; True; 10.24.145.64; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00056467,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082057; Ligado - 0; True; 10.24.232.236; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082057,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079705; Ligado - 0; True; 10.24.193.26; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079705,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080867; Ligado - 0; True; 10.24.138.14; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00080867,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084280; Desligado - 1; True; 10.24.138.14; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084280,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078697; Desligado - 1; True; 10.24.138.14; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078697,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00055750; Desligado - DNS_ERRO; True; 10.28.38.221; 255.255.255.0 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00055750,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084312; Desligado - 1; True; 10.28.38.221; 255.255.255.0 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084312,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084238; Desligado - 1; True; 10.28.38.221; 255.255.255.0 64 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084238,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064309; Ligado - 0; True; 10.24.236.93; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064309,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058631; Desligado - 1; True; 10.24.236.93; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058631,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080915; Ligado - 0; True; 10.24.236.215; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00080915,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078693; Ligado - 0; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078693,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078700; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078700,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00049164; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00049164,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00084452; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00084452,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057949; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00057949,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082095; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082095,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058949; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058949,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079740; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00079740,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00075349; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00075349,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00062489; Desligado - 1; True; 10.24.233.45; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00062489,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079884; Desligado - DNS_ERRO; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079884,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00072367; Desligado - 1; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00072367,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077883; Desligado - 1; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077883,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079217; Desligado - 1; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079217,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00057190; Desligado - 1; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00057190,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079892; Desligado - 1; True; 10.28.35.61; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079892,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081569; Desligado - DNS_ERRO; True; 10.24.209.67; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00081569,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO021777; Desligado - 1; True; 10.24.209.67; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO021777,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077497; Desligado - 1; True; 10.24.209.67; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077497,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079736; Desligado - DNS_ERRO; True; 10.28.38.95; ; Windows 7 Enterprise; petrobras.biz; CN=NO00079736,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078536; Desligado - 1; True; 10.28.38.95; ; Windows 7 Enterprise; petrobras.biz; CN=NO00078536,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00074158; Desligado - 1; True; 10.28.38.95; ; Windows 10 Enterprise; petrobras.biz; CN=NO00074158,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079727; Ligado - 0; True; 10.24.235.152; 255.255.248.0 64 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00079727,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079672; Desligado - 1; True; 10.24.235.152; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079672,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00042376; Desligado - 1; True; 10.24.235.152; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00042376,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071914; Desligado - 1; True; 10.24.235.152; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071914,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073140; Desligado - 1; True; 10.24.235.152; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073140,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079710; Ligado - 0; True; 10.24.239.153; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079710,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063058; Desligado - 1; True; 10.24.239.153; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00063058,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073419; Desligado - 1; True; 10.24.239.153; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073419,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00082223; Desligado - 1; True; 10.24.239.153; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082223,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077652; Ligado - 0; True; 10.24.161.122; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077652,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00049836; Ligado - 0; True; 10.24.163.94; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00049836,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00069243; Ligado - 0; True; 10.28.40.150; 255.255.255.0 64 128 64 128 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00069243,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082076; Desligado - 1; True; 10.28.40.150; 255.255.255.0 64 128 64 128 255.255.255.255 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082076,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00081586; Ligado - 0; True; 10.24.236.19; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00081586,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00082066; Ligado - 0; True; 10.24.237.201; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00082066,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077924; Ligado - 0; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077924,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071925; Desligado - 1; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071925,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063796; Desligado - 1; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00063796,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00050663; Desligado - 1; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00050663,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058714; Desligado - 1; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058714,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00074712; Desligado - 1; True; 10.24.199.106; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00074712,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077939; Ligado - 0; True; 10.24.164.122; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077939,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00080415; Desligado - 1; True; 10.24.164.122; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00080415,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00079832; Desligado - 1; True; 10.24.164.122; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00079832,OU=COMPERJ,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00070691; Desligado - 1; True; 10.24.164.122; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00070691,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078543; Ligado - 0; True; 10.24.155.88; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078543,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00047336; Ligado - 0; True; 10.24.232.10; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00047336,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00078587; Desligado - 1; True; 10.24.232.10; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078587,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077918; Ligado - 0; True; 10.24.235.203; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077918,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00078575; Ligado - 0; True; 10.24.195.8; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00078575,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077944; Ligado - 0; True; 10.24.233.161; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077944,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00041582; Desligado - 1; True; 10.24.233.161; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00041582,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077878; Desligado - 1; True; 10.24.233.161; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077878,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077890; Desligado - 1; True; 10.24.233.161; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077890,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076658; Ligado - 0; True; 10.24.143.25; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076658,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077582; Ligado - 0; True; 10.24.237.239; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00077582,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00069230; Ligado - 0; True; 10.24.237.220; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00069230,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00073542; Desligado - 1; True; 10.24.237.220; 255.255.248.0 64 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073542,OU=UO-BS,OU=GERAL,OU=TIC-SPS,OU=Notebooks,DC=petrobras,DC=biz
NO00077613; Ligado - 0; True; 10.24.161.40; ; Windows 7 Enterprise; petrobras.biz; CN=NO00077613,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00074770; Ligado - 0; True; 10.24.233.123; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00074770,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00068174; Desligado - 1; True; 10.24.233.123; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00068174,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077524; Ligado - 0; True; 10.24.150.16; 255.255.255.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00077524,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00069963; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00069963,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077519; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077519,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00077661; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00077661,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00045128; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00045128,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00061464; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00061464,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076249; Desligado - 1; True; 10.24.150.16; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076249,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00076767; Desligado - DNS_ERRO; True; 10.28.36.110; ; Windows 7 Enterprise; petrobras.biz; CN=NO00076767,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00063171; Desligado - 1; True; 10.28.36.110; ; Windows 7 Enterprise; petrobras.biz; CN=NO00063171,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057746; Ligado - 0; True; 10.24.235.75; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057746,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076490; Desligado - 1; True; 10.24.235.75; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076490,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076606; Desligado - 1; True; 10.24.235.75; 255.255.248.0 64; Windows 10 Enterprise; petrobras.biz; CN=NO00076606,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076526; Desligado - 1; True; 10.24.235.75; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076526,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00055747; Ligado - 0; True; 10.24.234.131; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00055747,OU=CENPES,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057957; Ligado - 0; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057957,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00076516; Desligado - 1; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00076516,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064244; Desligado - 1; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064244,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00057694; Desligado - 1; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00057694,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058443; Desligado - 1; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058443,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066378; Desligado - 1; True; 10.24.197.106; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066378,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071086; Ligado - 0; True; 10.24.234.234; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071086,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071102; Desligado - 1; True; 10.24.234.234; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071102,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00051319; Ligado - 0; True; 10.24.155.58; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00051319,OU=UO-RIO,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058579; Desligado - 1; True; 10.24.155.58; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058579,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00046705; Desligado - 1; True; 10.24.155.58; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00046705,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064216; Desligado - 1; True; 10.24.155.58; 255.255.255.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064216,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00073119; Ligado - 0; True; 10.24.235.43; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00073119,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00066794; Desligado - DNS_ERRO; True; 10.24.208.61; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00066794,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00052985; Desligado - 1; True; 10.24.208.61; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00052985,OU=TIC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00064293; Desligado - 1; True; 10.24.208.61; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00064293,OU=REDUC,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00062723; Desligado - 1; True; 10.24.208.61; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00062723,OU=GERAL,OU=TIC-BC,OU=Notebooks,DC=petrobras,DC=biz
NO00051161; Desligado - 1; True; 10.24.208.61; 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00051161,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00074161; Ligado - 0; True; 10.24.232.211; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00074161,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071950; Desligado - 1; True; 10.24.232.211; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071950,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00071467; Desligado - 1; True; 10.24.232.211; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00071467,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
NO00058934; Desligado - 1; True; 10.24.232.211; 255.255.255.0 64 255.255.248.0 64; Windows 7 Enterprise; petrobras.biz; CN=NO00058934,OU=GERAL,OU=TIC-RIO,OU=Notebooks,DC=petrobras,DC=biz
